,tweet_id,text,link,created_at,timestamp_ms,user_id,user_name,user_screen_name,user_location,geo,coordinates,place_full_name,place_country,retweeted_status_id,in_reply_to_status_id,sarcasm_value,processed_tweets,polarity_scores,compounded,neutral,positive,negative,candidate
681,1.31708e+18,RT @notaproviderMD: When is Joe Biden's @BreitbartNews or @FoxNews townhall? https://t.co/7qF8seSpoD,https://twitter.com/Colombian_U_S_A/status/1317080074840010752,16/10/2020 12:28,1602850000000.0,163717434.0,Julie,Colombian_U_S_A,Villavicencio ✈️ O-H ✈️ MN,,,,,1.31701e+18,,-44,RT When Joe Bidens townhall httpstco7qF8se SpoD,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Biden
682,1.31708e+18,RT @mjfree: BREAKING: Joe Biden won the second debate.,https://twitter.com/CJ195601/status/1317080075011981313,16/10/2020 12:28,1602850000000.0,1.03593e+18,Cristy Hammond,CJ195601,,,,,,1.31692e+18,,-35,RT BREAKING Joe Biden second debate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Biden
684,1.31708e+18,@TRUST_BRENT United Brotherhood of Carpenters and Joiners endorse Joe Biden for President. #BidenHarrisLandslide2020 #UnionStrong,https://twitter.com/monica69_nana/status/1317080075259424771,16/10/2020 12:28,1602850000000.0,1.16704e+18,🏈🌬𝓡𝓪𝓲𝓭𝓮𝓻𝓮𝓽𝓽𝓮 𝓜𝓸𝓷𝓲𝓬𝓪 🏈🌬,monica69_nana,,,,,,,1.31691e+18,-49,United Brotherhood Carpenters Joiners endorse Joe Biden President Biden Harris Landslide2020 Union Strong,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.8126}",0.8126,0.543,0.457,0.0,Biden
685,1.31708e+18,RT @DrShayPhD: @alicetweet Joe Biden didn't just 'support' the Crime Bill. Joe Biden DRAFTED the Crime Bill.,https://twitter.com/GaelBobcat1998/status/1317080075498553346,16/10/2020 12:28,1602850000000.0,7.22966e+17,Dave White,GaelBobcat1998,"Frostburg, MD",,,,,1.31697e+18,,-29,RT Joe Biden didnt support Crime Bill Joe Biden DRAFTED Crime Bill,"{'neg': 0.133, 'neu': 0.531, 'pos': 0.336, 'compound': 0.5334}",0.5334,0.531,0.336,0.133,Biden
688,1.31708e+18,"Socialism for the rich, cold hearted capitalism for the rest of us",https://twitter.com/TheNoseGod/status/1317080075293032449,16/10/2020 12:28,1602850000000.0,1.11272e+18,Supercalifragilisticexpiali-Coachious,TheNoseGod,The Ball Carrier,,,,,,,-27,Socialism rich cold hearted capitalism rest us,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.5574}",0.5574,0.625,0.375,0.0,Biden
691,1.31708e+18,Biden face looks more like a criminal  than a president candidate!,https://twitter.com/Alp262455089/status/1317080075880271874,16/10/2020 12:28,1602850000000.0,1.31212e+18,Alp2,Alp262455089,,,,,,,,-21,Biden face looks like criminal president candidate,"{'neg': 0.312, 'neu': 0.459, 'pos': 0.229, 'compound': -0.2263}",-0.2263,0.459,0.229,0.312,Biden
692,1.31708e+18,Too bad there's no way he could ever find out the answer to that question.,https://twitter.com/rpstephenson/status/1317080075561558016,16/10/2020 12:28,1602850000000.0,1454482645.0,Richard Stephenson,rpstephenson,,,,,,,,13,Too bad theres way could ever find answer question,"{'neg': 0.304, 'neu': 0.696, 'pos': 0.0, 'compound': -0.5423}",-0.5423,0.696,0.0,0.304,Biden
695,1.31708e+18,RT @Timcast: People whose only experience with guns comes from action movies should not be proposing gun legislation,https://twitter.com/ResistanceChics/status/1317080078908522497,16/10/2020 12:28,1602850000000.0,8.19572e+17,Resistance Chicks,ResistanceChics,"Cincinnati, OH",,,,,1.31708e+18,,-35,RT People whose experience guns comes action movies proposing gun legislation,"{'neg': 0.194, 'neu': 0.806, 'pos': 0.0, 'compound': -0.34}",-0.34,0.806,0.0,0.194,Biden
698,1.31708e+18,#DementiaJoe #CrookedJoeBiden  #CrookedJackDorsey,https://twitter.com/Dmb_Cincy/status/1317080079466434560,16/10/2020 12:28,1602850000000.0,2678654714.0,A vote for Joe = Freedom will go,Dmb_Cincy,,,,,,,,-25,Dementia Joe Crooked Joe Biden Crooked Jack Dorsey,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Biden
704,1.31708e+18,RT @SidneyPowell1: Huge surprise . . . https://t.co/iPuG1ZPvHC,https://twitter.com/nanotonowhere/status/1317080079961346048,16/10/2020 12:28,1602850000000.0,9.5047e+17,nano to Somewhere,nanotonowhere,,,,,,1.31699e+18,,-4,RT Huge surprise httpstcoi PuG1Z PvHC,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.5267}",0.5267,0.476,0.524,0.0,Biden
705,1.31708e+18,#MAGA https://t.co/9m62dHz0vi,https://twitter.com/JohnBorden/status/1317080080015855618,16/10/2020 12:28,1602850000000.0,28950922.0,JB,JohnBorden,"Boston, MA",,,,,,,5,MAGA httpstco9m62d Hz0vi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Biden
709,1.31708e+18,Crazy looking cloud https://t.co/WxXrnfNaYE,https://twitter.com/KB19821/status/1317080082821844997,16/10/2020 12:28,1602850000000.0,1.30268e+18,Kevin,KB19821,,,,"Alabama, USA",United States,,,-14,Crazy looking cloud httpstco Wx Xrnf NaYE,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.34}",-0.34,0.714,0.0,0.286,Biden
711,1.31708e+18,RT @IPOT1776: Biden/Kerry/Bulger. https://t.co/dvP8KRBwRO,https://twitter.com/oldhairy11/status/1317080083497091074,16/10/2020 12:28,1602850000000.0,1.08478e+18,oldhairy11,oldhairy11,United States,,,,,1.31696e+18,,0,RT Biden Kerry Bulger httpstcodvP8KR BwRO,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Biden
713,1.31708e+18,"You think he would reject request if it came from Florida or Texas or Ohio? 

He is so petty it is absurd.",https://twitter.com/ASFreed/status/1317080083547492353,16/10/2020 12:28,1602850000000.0,22144844.0,Freedman,ASFreed,"iPhone: 42.368088,-71.063591",,,,,,,-24,You think would reject request came Florida Texas Ohio He petty absurd,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.5423}",-0.5423,0.69,0.0,0.31,Biden
715,1.31708e+18,RT @atensnut: Biden and Hunter tested positive for stupid and greedy.,https://twitter.com/pltwister/status/1317080083778109440,16/10/2020 12:28,1602850000000.0,3075355823.0,Snappydrezzer,pltwister,,,,,,1.31651e+18,,-42,RT Biden Hunter tested positive stupid greedy,"{'neg': 0.429, 'neu': 0.301, 'pos': 0.271, 'compound': -0.2732}",-0.2732,0.301,0.271,0.429,Biden
716,1.31708e+18,RT @Timcast: People whose only experience with guns comes from action movies should not be proposing gun legislation,https://twitter.com/nickycease/status/1317080083987836928,16/10/2020 12:28,1602850000000.0,1.02907e+18,lil cease,nickycease,"Baton Rouge, LA",,,,,1.31708e+18,,-35,RT People whose experience guns comes action movies proposing gun legislation,"{'neg': 0.194, 'neu': 0.806, 'pos': 0.0, 'compound': -0.34}",-0.34,0.806,0.0,0.194,Biden
721,1.31708e+18,RT @jasoninthehouse: Sickening,https://twitter.com/GardenMamaLlama/status/1317080087209119744,16/10/2020 12:28,1602850000000.0,2364161026.0,FedUpAmerican,GardenMamaLlama,Greenville SC,,,,,1.31675e+18,,-22,RT Sickening,"{'neg': 0.773, 'neu': 0.227, 'pos': 0.0, 'compound': -0.5267}",-0.5267,0.227,0.0,0.773,Biden
723,1.31708e+18,RT @bansisharma: Party of science! https://t.co/NSGt41uwqJ,https://twitter.com/bansisharma/status/1317080087712403459,16/10/2020 12:28,1602850000000.0,48769276.0,Bansi Sharma,bansisharma,,,,,,1.31695e+18,,9,RT Party science httpstcoNS Gt41uwqJ,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4019}",0.4019,0.597,0.403,0.0,Biden
725,1.31708e+18,God is always the answer !,https://twitter.com/AQUARIUS27_93/status/1317080087737630721,16/10/2020 12:28,1602850000000.0,192681554.0,𝓢𝓱𝓪𝓷𝓷𝓲𝓮𝓪𝓷𝓪 👅😈,AQUARIUS27_93,The Bahamas ,,,Bahamas,Bahamas,,,-14,God always answer,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.2732}",0.2732,0.488,0.512,0.0,Biden
726,1.31708e+18,#HunterBiden #HunterBidensEmails #HunterEmails,https://twitter.com/fattieliver/status/1317080087666122753,16/10/2020 12:28,1602850000000.0,53863574.0,64,fattieliver,,,,,,,,-25,Hunter Biden Hunter Bidens Emails Hunter Emails,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Biden
728,1.31708e+18,Hope :),https://twitter.com/nailladysue/status/1317080087825625091,16/10/2020 12:28,1602850000000.0,2194509222.0,TexasGrandma,nailladysue,"Texas, USA",,,,,,,7,Hope,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,0.0,1.0,0.0,Biden
729,1.31708e+18,RT @adamhousley: They had it https://t.co/yi6SdG0tkD,https://twitter.com/ElizabethDaril1/status/1317080088039641088,16/10/2020 12:28,1602850000000.0,1.12136e+18,Elizabeth Miller,ElizabethDaril1,,,,,,1.31696e+18,,-27,RT They httpstcoyi6 SdG0tkD,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Biden
730,1.31708e+18,The early bird gets the worm...but the late worm avoids the bird #showerthoughts,https://twitter.com/theryansettles/status/1317080088127639552,16/10/2020 12:28,1602850000000.0,312561956.0,Ryañ,theryansettles,,,,"Chattanooga, TN",United States,,,-21,The early bird gets wormbut late worm avoids bird showerthoughts,"{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.1779}",-0.1779,0.841,0.0,0.159,Biden
736,1.31708e+18,RT @DrGJackBrown: https://t.co/ebZejlEmsR,https://twitter.com/SnickOld/status/1317080088152805380,16/10/2020 12:28,1602850000000.0,1.2382e+18,Snick... #BidenHarris2020😍👊🏻💙,SnickOld,"BadWildebad, Deuschland",,,,,1.31693e+18,,-10,RT httpstcoeb Zejl EmsR,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Biden
737,1.31708e+18,"RT @TeaBoots: Acted like any angry Liberal hack ..

 https://t.co/jiDc9gqmUv",https://twitter.com/inittowinit007/status/1317080088249204737,16/10/2020 12:28,1602850000000.0,4918885219.0,🙏FAITH IN TRUMP🇺🇸,inittowinit007,United States,,,,,1.31692e+18,,-7,RT Acted like angry Liberal hack httpstcoji Dc9gqm Uv,"{'neg': 0.258, 'neu': 0.547, 'pos': 0.195, 'compound': -0.2023}",-0.2023,0.547,0.195,0.258,Biden
738,1.31708e+18,"RT @Hoosiers1986: The corrupt Biden family is a perfect example of everything that is wrong in American politics!

Agree?",https://twitter.com/DanielM65304080/status/1317080088450650112,16/10/2020 12:28,1602850000000.0,1.07777e+18,Stupid hurts,DanielM65304080,"Palm Beach, FL",,,,,1.31706e+18,,3,RT The corrupt Biden family perfect example everything wrong American politics Agree,"{'neg': 0.169, 'neu': 0.492, 'pos': 0.339, 'compound': 0.4767}",0.4767,0.492,0.339,0.169,Biden
741,1.31708e+18,Jesus the solution to all..,https://twitter.com/VeePraise3/status/1317080091848048640,16/10/2020 12:28,1602850000000.0,1.02536e+18,Vee Praise,VeePraise3,,,,,,,,-33,Jesus solution,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.3182}",0.3182,0.303,0.697,0.0,Biden
742,1.31708e+18,Hahahahaha!!! Good one!,https://twitter.com/MikiGreen2/status/1317080092024147968,16/10/2020 12:28,1602850000000.0,894298068.0,Miki Green,MikiGreen2,,,,,,,,-17,Hahahahaha Good one,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,0.408,0.592,0.0,Biden
743,1.31708e+18,"Good bye Biden... mercury, aluminum, formaldehyde and acetone... sure... death science.",https://twitter.com/frankjeffries20/status/1317080091969703938,16/10/2020 12:28,1602850000000.0,1.24155e+18,frank jeffries,frankjeffries20,,,,,,,,-4,Good bye Biden mercury aluminum formaldehyde acetone sure death science,"{'neg': 0.242, 'neu': 0.435, 'pos': 0.323, 'compound': 0.0772}",0.0772,0.435,0.323,0.242,Biden
747,1.31708e+18,NK style,https://twitter.com/DiscountTaco/status/1317080092309323776,16/10/2020 12:28,1602850000000.0,466127076.0,Jon McMAGA,DiscountTaco,Low Country,,,,,,,-16,NK style,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Biden
749,1.31708e+18,we sure are.. NO DEALS .. times up devils,https://twitter.com/woohoopatty1/status/1317080092418387969,16/10/2020 12:28,1602850000000.0,8.26423e+17,woohoopatty,woohoopatty1,,,,,,,,-3,sure NO DEALS times devils,"{'neg': 0.607, 'neu': 0.183, 'pos': 0.21, 'compound': -0.6523}",-0.6523,0.183,0.21,0.607,Biden
751,1.31708e+18,"RT @Hoosiers1986: The corrupt Biden family is a perfect example of everything that is wrong in American politics!

Agree?",https://twitter.com/GmailDianne/status/1317080092359745537,16/10/2020 12:28,1602850000000.0,898574688.0,Dianne Zdanowicz,GmailDianne,,,,,,1.31706e+18,,3,RT The corrupt Biden family perfect example everything wrong American politics Agree,"{'neg': 0.169, 'neu': 0.492, 'pos': 0.339, 'compound': 0.4767}",0.4767,0.492,0.339,0.169,Biden
754,1.31708e+18,Vote Biden,https://twitter.com/rlingner1/status/1317080092653256704,16/10/2020 12:28,1602850000000.0,399529920.0,rlingner,rlingner1,,,,,,,,-35,Vote Biden,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Biden
756,1.31708e+18,F U C K OFF https://t.co/ppgtzPE6fI,https://twitter.com/TyDomi3/status/1317080092359753729,16/10/2020 12:28,1602850000000.0,1.26687e+18,Ty Domi: joined in 09',TyDomi3,"St Clair, MI",,,"St Clair, MI",United States,,,-55,F U C K OFF httpstcoppgtzPE6fI,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Biden
757,1.31708e+18,RT @benshapiro: Congratulations to Savannah Guthrie on her appointment as Joe Biden's White House press secretary!,https://twitter.com/KnudSknudsen/status/1317080092925972481,16/10/2020 12:28,1602850000000.0,993889038.0,Susanne Dalberg Knud,KnudSknudsen,Frederiksberg Danmark,,,,,1.31692e+18,,-71,RT Congratulations Savannah Guthrie appointment Joe Bidens White House press secretary,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.5994}",0.5994,0.719,0.281,0.0,Biden
759,1.31708e+18,"RT @senatormelendez: Not one single question about Hunter Biden, Ukraine deals, or Burisma. 

Not one.

This #BidenTownHall is a joke.",https://twitter.com/Kimdeerhunter/status/1317080095790686210,16/10/2020 12:28,1602850000000.0,7.49992e+17,Kim McCallum,Kimdeerhunter,"Québec, Canada,",,,,,1.31693e+18,,-45,RT Not one single question Hunter Biden Ukraine deals Burisma Not one This Biden Town Hall joke,"{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.296}",0.296,0.879,0.121,0.0,Biden
760,1.31708e+18,RT @cranky_vet: Let's all talk shit about Joe Biden and shut twitter down again! #JoeShitTheRagBag,https://twitter.com/penchant4fowl/status/1317080096180719617,16/10/2020 12:28,1602850000000.0,8.51092e+17,TNRita,penchant4fowl,"Nashville, TN",,,,,1.31708e+18,,-43,RT Lets talk shit Joe Biden shut twitter Joe Shit The Rag Bag,"{'neg': 0.396, 'neu': 0.604, 'pos': 0.0, 'compound': -0.802}",-0.802,0.604,0.0,0.396,Biden
762,1.31708e+18,"RT @TheSgtMajThoma1: BREAKING: Last night Biden vowed to make ""mandatory"" any vaccine that is 85% effective...",https://twitter.com/kimboMIK/status/1317080096520503298,16/10/2020 12:28,1602850000000.0,193013876.0,6% KimboRo,kimboMIK,USA,,,,,1.31707e+18,,66,RT BREAKING Last night Biden vowed make mandatory vaccine 85 effective,"{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.5267}",0.5267,0.672,0.328,0.0,Biden
764,1.31708e+18,RT @makingitpay: I'm kind of embarrassed that I have pictures of Hunter Biden on my laptop.,https://twitter.com/NFrechen/status/1317080096373604354,16/10/2020 12:28,1602850000000.0,3057959389.0,Nicholas Frechen 🇺🇸⚖🕵️,NFrechen,"Pennsylvania, USA",,,,,1.31708e+18,,-55,RT Im kind embarrassed I pictures Hunter Biden laptop,"{'neg': 0.21, 'neu': 0.504, 'pos': 0.286, 'compound': 0.2263}",0.2263,0.504,0.286,0.21,Biden
765,1.31708e+18,"@susankilfoy Hail, happy Newfie!",https://twitter.com/danpincus/status/1317080096683995138,16/10/2020 12:28,1602850000000.0,30210665.0,Mitochondriac,danpincus,,,,"Manhattan, NY",United States,,1.31708e+18,2,Hail happy Newfie,"{'neg': 0.0, 'neu': 0.167, 'pos': 0.833, 'compound': 0.6124}",0.6124,0.167,0.833,0.0,Biden
766,1.31708e+18,"RT @charliespiering: The #NoddingWoman is the Silent Majority 

https://t.co/b4m0TetLhd",https://twitter.com/DailyDaved99/status/1317080096684019712,16/10/2020 12:28,1602850000000.0,761593153.0,David D,DailyDaved99,"Florida, USA",,,,,1.31691e+18,,0,RT The Nodding Woman Silent Majority httpstcob4m0 Tet Lhd,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Biden
767,1.31708e+18,RT @jasoninthehouse: Obama conference call leaked to Burisma: Biden emails https://t.co/ckNMurwMq0,https://twitter.com/GardenMamaLlama/status/1317080096679858176,16/10/2020 12:28,1602850000000.0,2364161026.0,FedUpAmerican,GardenMamaLlama,Greenville SC,,,,,1.31683e+18,,-3,RT Obama conference call leaked Burisma Biden emails httpstcockN Murw Mq0,"{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.3182}",-0.3182,0.813,0.0,0.187,Biden
768,1.31708e+18,"RT @kylegriffin1: Biden campaign: ""Tonight, once again there was one leader and one liar.""",https://twitter.com/samsgramp12/status/1317080097048887296,16/10/2020 12:28,1602850000000.0,112594774.0,Randy Malloy,samsgramp12,,,,,,1.31695e+18,,79,RT Biden campaign Tonight one leader one liar,"{'neg': 0.32, 'neu': 0.68, 'pos': 0.0, 'compound': -0.5106}",-0.5106,0.68,0.0,0.32,Biden
770,1.31708e+18,#PulteHelpsPeople $Jpswoll,https://twitter.com/jpswoll/status/1317080100106534912,16/10/2020 12:29,1602850000000.0,1.27662e+18,Jpswoll.98,jpswoll,,,,"College Station, TX",United States,,,-15,Pulte Helps People Jpswoll,"{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.3818}",0.3818,0.536,0.464,0.0,Biden
771,1.31708e+18,"RT @itsJeffTiedrich: not one second of my time, NBC. I'll be watching Joe Biden",https://twitter.com/ricky83973031/status/1317080100244840449,16/10/2020 12:29,1602850000000.0,1.29343e+18,ricky,ricky83973031,"Los Angeles, CA",,,,,1.31677e+18,,-62,RT one second time NBC Ill watching Joe Biden,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.4215}",-0.4215,0.741,0.0,0.259,Biden
773,1.31708e+18,RT @Timodc: Were any of her facts wrong or did she just hurt your feelings?,https://twitter.com/AngusRockford/status/1317080100035317760,16/10/2020 12:29,1602850000000.0,512581065.0,Angus McRockford,AngusRockford,Whoville,,,,,1.31693e+18,,-70,RT Were facts wrong hurt feelings,"{'neg': 0.619, 'neu': 0.381, 'pos': 0.0, 'compound': -0.7579}",-0.7579,0.381,0.0,0.619,Biden
774,1.31708e+18,RT @KelemenCari: The FBI spent more time on Bubba Wallace's garage door pull than they did on Hunter Biden's laptop.,https://twitter.com/CrispusA76/status/1317080100152770560,16/10/2020 12:29,1602850000000.0,9.38087e+17,CrispusA,CrispusA76,,,,,,1.31672e+18,,-58,RT The FBI spent time Bubba Wallaces garage door pull Hunter Bidens laptop,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Biden
777,1.31708e+18,Lol,https://twitter.com/NicholosPoma/status/1317080100601360384,16/10/2020 12:29,1602850000000.0,1.20369e+18,🇺🇸 Nicholos Poma BScIT ❤🇺🇸 ✝ ⛈ ♠🚂 1️⃣7️⃣ ⭐⭐⭐,NicholosPoma,Nebraska,,,,,,,-13,Lol,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,0.0,1.0,0.0,Biden
778,1.31708e+18,RT @ALAINMICHAEL: @RealJamesWoods Biden already lied on national television! Sick and tired of this double standard!,https://twitter.com/thomasearlpetty/status/1317080100622508033,16/10/2020 12:29,1602850000000.0,1413665084.0,sula,thomasearlpetty,,,,,,1.31703e+18,,-45,RT Biden already lied national television Sick tired double standard,"{'neg': 0.557, 'neu': 0.443, 'pos': 0.0, 'compound': -0.8316}",-0.8316,0.443,0.0,0.557,Biden
779,1.31708e+18,RT @gtconway3d: Idiot.  He's literally a dunce.,https://twitter.com/ramonajcooper/status/1317080100790153217,16/10/2020 12:29,1602850000000.0,3585800233.0,Jacqueline Cooper,ramonajcooper,,,,,,1.31708e+18,,-35,RT Idiot Hes literally dunce,"{'neg': 0.452, 'neu': 0.548, 'pos': 0.0, 'compound': -0.5106}",-0.5106,0.548,0.0,0.452,Biden
780,1.31708e+18,@JosephJFlynn1 They are sickLuciferians,https://twitter.com/AnnTheo5/status/1317080100672765955,16/10/2020 12:29,1602850000000.0,1.05115e+18,TelltheTruth,AnnTheo5,,,,,,,,-38,They sick Luciferians,"{'neg': 0.623, 'neu': 0.377, 'pos': 0.0, 'compound': -0.5106}",-0.5106,0.377,0.0,0.623,Biden
781,1.31708e+18,"#TwitterDown
#BidenTownHall 
Correa 
#Supernatural
Watching Biden 
My twitter 
#VoteEarly
https://t.co/6x2oSIVvjq",https://twitter.com/g0kuxxx/status/1317080100924514305,16/10/2020 12:29,1602850000000.0,1.16117e+18,.,g0kuxxx,v,,,,,,,-22,Twitter Down Biden Town Hall Correa Supernatural Watching Biden My twitter Vote Earlyhttpstco6x2oSI Vvjq,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Biden
785,1.31708e+18,"RT @JudiciaryGOP: Will @Twitter censor us too? 

https://t.co/2Vahc2DRid",https://twitter.com/kim_dkim25142/status/1317080104384618496,16/10/2020 12:29,1602850000000.0,4647698781.0,O.D. Original Deplorable,kim_dkim25142,USA,,,,,1.31651e+18,,-27,RT Will censor us httpstco2 Vahc2D Rid,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.4588}",-0.4588,0.667,0.0,0.333,Biden
786,1.31708e+18,RT @SaltyCracker9: Nobody bothered watching Biden get a foot massage from Stephanopoulos. https://t.co/LdMaZBVqXR,https://twitter.com/Spacereportern1/status/1317080104401539074,16/10/2020 12:29,1602850000000.0,1.28025e+18,Spacereporternews,Spacereportern1,"Buffalo, NY",,,,,1.31695e+18,,-44,RT Nobody bothered watching Biden get foot massage Stephanopoulos httpstco Ld MaZB VqXR,"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.3182}",-0.3182,0.839,0.0,0.161,Biden
787,1.31708e+18,RT @dbongino: WHAT ELSE does the Chinese communist party have on the Biden family?,https://twitter.com/mhenrdh/status/1317080104825245697,16/10/2020 12:29,1602850000000.0,47145785.0,Mary Mancini,mhenrdh,,,,,,1.31689e+18,,-71,RT WHAT ELSE Chinese communist party Biden family,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}",0.4019,0.722,0.278,0.0,Biden
789,1.31708e+18,"@Ryanhacun 
@CypriotHelen 
@SuHellinger 
@Bigapplegirl66 
@Bigapplegirl66 
@laurenboebert 
@MinnPatriot",https://twitter.com/Silas47559943/status/1317080104892325890,16/10/2020 12:29,1602850000000.0,9.84233e+17,☆Sidiggity☆,Silas47559943,U.S.A,,,,,,,-32,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,Biden
790,1.31708e+18,"RT @MysterySolvent: Biden Town Hall wrap up!!
Well??? What did you think?",https://twitter.com/arthurscortex61/status/1317080104846098436,16/10/2020 12:29,1602850000000.0,3345002302.0,Bob Young,arthurscortex61,"Wauwatosa, WI",,,,,1.31691e+18,,-61,RT Biden Town Hall wrap Well What think,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2732}",0.2732,0.769,0.231,0.0,Biden
791,1.31708e+18,"RT @TwitchyTeam: New York Post RIPS Twitter and Facebook on today's cover, has a new story up on Hunter Biden https://t.co/1K28hYrrt6",https://twitter.com/RoxanneSmisek/status/1317080105177518086,16/10/2020 12:29,1602850000000.0,1.07049e+18,Roxanne Smisek,RoxanneSmisek,,,,,,1.31674e+18,,-64,RT New York Post RIPS Twitter Facebook todays cover new story Hunter Biden httpstco1K28h Yrrt6,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Biden
792,1.31708e+18,Ted Cruz slams Twitter CEO: Jack Dorsey 'behaving as Joe Biden's press secretary' | Fox News https://t.co/SPj4NHf76W,https://twitter.com/MicheleSchiesse/status/1317080105114619904,16/10/2020 12:29,1602850000000.0,465840000.0,Michele Schiesser,MicheleSchiesse,"Spotsylvania County, Virginia ",,,,,,,-38,Ted Cruz slams Twitter CEO Jack Dorsey behaving Joe Bidens press secretary Fox News httpstcoS Pj4N Hf76W,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Biden
793,1.31708e+18,RT @jasoninthehouse: Obama conference call leaked to Burisma: Biden emails https://t.co/ckNMurwMq0,https://twitter.com/penchant4fowl/status/1317080105097875460,16/10/2020 12:29,1602850000000.0,8.51092e+17,TNRita,penchant4fowl,"Nashville, TN",,,,,1.31683e+18,,-3,RT Obama conference call leaked Burisma Biden emails httpstcockN Murw Mq0,"{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.3182}",-0.3182,0.813,0.0,0.187,Biden
795,1.31708e+18,RT @benshapiro: Duuuuuuuuude,https://twitter.com/rcarlisle09/status/1317080104934248450,16/10/2020 12:29,1602850000000.0,92381311.0,Robbie Carlisle,rcarlisle09,"Christmas,Fl",,,,,1.31707e+18,,-33,RT Duuuuuuuuude,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Biden
796,1.31708e+18,"RT @tamarakeithNPR: The president has tweeted an ""article"" from a parody site.",https://twitter.com/enfantkg/status/1317080105181696000,16/10/2020 12:29,1602850000000.0,1.26675e+18,Le Fils de KM & NBJ,enfantkg,,,,,,1.31706e+18,,71,RT The president tweeted article parody site,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Biden
