2020-09-30 14:42:31,"b'@FoxNews @RichardGrenell @WhiteHouse The #Swamp wishing for #decorem and #Debate2020 process?! #Trump checked, fact\xe2\x80\xa6 https://t.co/PSNwVjV37q'",Twitter Web App,1311315493328957440,b'luAskey',"b'trade, economics, and development/foreign assistance expert; Capitol Hill; legislative strategy; OECD/international organizations; parent'","b'Washington, DC'"
2020-09-30 14:42:31,b'RT @AndrewPaino: #debate #debates #Debates2020 #Debate2020 #PresidentialDebate #Trump #Biden #TrumpWon \n\nPresident @realDonaldTrump: \xe2\x80\x9cyou c\xe2\x80\xa6',Twitter Web App,1311315491961466881,b'POTUSTrumpIsGreat',b'Re-elect POTUS TRUMP! The greatest POTUS ever!',b''
2020-09-30 14:42:29,b'RT @GrrrGraphics: #Trump vs #ChrisWallace someone wake up #Biden #PresidentialDebate2020 #Debates2020 New #BenGarrison Cartoon! Wallace Bid\xe2\x80\xa6',Twitter for Android,1311315484780920832,b'Slava Golovko',b'\xf0\x9f\x91\x8d\xf0\x9f\xa6\x85',"b'Pennsylvania, USA'"
2020-09-30 14:42:28,b'RT @TheLeoTerrell: Watching Debate: #ChrisWallace questions to #Trump were framed in a negative manner. Wallace never challenged Biden. Sha\xe2\x80\xa6',Twitter for Android,1311315483489173504,b'John Spirou',b'',b'Tampa Bay'
2020-09-30 14:42:28,"b'@StoopsThe @da3_kelly @pwhiteguy1 @debby72850 @RealJamesWoods So now obiden/bama aka Mr Magoo, joementia numbers we\xe2\x80\xa6 https://t.co/4rz8N6SM4b'",Twitter for Android,1311315480125165568,b'Anchor Rancor',b'',b''
2020-09-30 14:42:27,"b'RT @Charles_Lister: Tonight, in what could have been one of the most watched shows in US history, President #Trump issued a de facto call t\xe2\x80\xa6'",Twitter for Android,1311315475205435395,b'Florian Reiter',"b'Politik, Kultur @FOCUSOnline. Views my own etc. Tipps, Feedback: florian.reiter@focus.de'","b'Munich, Germany'"
2020-09-30 14:42:25,"b"".@CitizenFreePres: You have to give @JoeBiden enough rope to hang himself. That wasn't going to happen with\xe2\x80\xa6 https://t.co/e5CekHJnnB""",Twitter Web App,1311315470885310467,b'War Room: Pandemic \xe2\x98\xa3\xef\xb8\x8f',"b'Radio show/podcast hosted by Steve Bannon, @RaheemKassam and @JackMaxey1 focusing on #coronavirus. Daily from 10AM-12PM ET. #WarRoomPandemic'",b''
2020-09-30 14:42:23,b'RT @AmandaSantiz: #Biden #Trump I prefer Trump because he respects #Guatemala democracy. Biden and his friend Baxter no.',Twitter for Android,1311315459413889024,b'Elmy',"b'madre, hija, mujer trabajadora'",b''
2020-09-30 14:42:22,b'RT @silverbract: #VoteEarlyRemoveTrump! 34 Days Until We #VoteTrumpOut and #VoteOutEveryRepublican! #VoteBidenHarrisToSaveAmerica2020! #Vot\xe2\x80\xa6',Twitter Web App,1311315456515600386,b'CLB.Designs',"b'\xf0\x9f\x8c\x8e\xe2\x9d\x84\xef\xb8\x8f\xf0\x9f\x8c\x8a Graphic Designer (aka Cinna). Designs to oppose, undermine & #ResistTrump & his #CorruptGOP Via #SplashingHoney & #RainFishGraphics\xe2\x9c\x8a#BidenForPresident!!!'",b'The Resistance'
2020-09-30 14:42:19,"b'1/2 https://t.co/hg74ygqNCl\n\nNo matter what you think about the debate strategies - Winning is what counts, right?\xe2\x80\xa6 https://t.co/ImIi6rvXwV'",Twitter Web App,1311315445098713088,b'\xf0\x9f\x8d\x80 Blackb3rry\xf0\x9f\x8e\x97Clu3s \xf0\x9f\x8d\x80',"b""Find me on Brighteon and Bitchute if you're looking for the investigative citizen journalist #GeorgeWebb's lost chronicles.""",b''
2020-09-30 14:42:19,b'RT @DemsCentral: Anyone else view the way #Trump treated references to #BeauBiden as confirmation that he called military members \xe2\x80\x9closers a\xe2\x80\xa6',Twitter for Android,1311315443794063360,b'LAO',b'',b''
2020-09-30 14:42:18,b'Disney needs to add wicked #Trump to its Villain collection. he would make the ugliest &amp; evilest Villain of them al\xe2\x80\xa6 https://t.co/WPVqDYu4dQ',Twitter Web App,1311315440380108801,b'Dollsaga',b'Doll Player & Collector',b'United States'
2020-09-30 14:42:17,"b'RT @9NEWSNANCY: I think the country would be better served if, Joe, you\xe2\x80\x99d take off your wire. No wonder you refused to be checked.\xf0\x9f\x99\x84\n\nNow, l\xe2\x80\xa6'",Twitter for iPhone,1311315434352730113,b'Sue Burchett',b'',"b'Loveland, CO'"
2020-09-30 14:42:14,b'RT @TheLeoTerrell: Watching debate: Trump had to debate @JoeBiden and #ChrisWallace . Totally unfair!  Vote #Trump @realDonaldTrump',Twitter for iPhone,1311315422730485763,b'Toni',b'#MAGA #VETERAN #DEPLORABLE #DrainTheSwamp #BuildTheWall #TRUMP #Trump2020 #COVFEFE #CONSERVATIVE #PATRIOT #CONSTITUTION #AmericaFirst #ProLife',b''
2020-09-30 14:42:14,b'@Yamiche @BarbLettieri @NewsHour But that\xe2\x80\x99s #Trump\xe2\x80\x99s point. He isn\xe2\x80\x99t interested in national security. He is interes\xe2\x80\xa6 https://t.co/4yY1VnEsGa',Twitter for iPad,1311315422373965830,b'Suzanne W -\xe2\x9d\xa4\xef\xb8\x8fRBG- Voting Early \xf0\x9f\x8c\x8a\xf0\x9f\x8c\x8a \xf0\x9f\x98\xb7\xf0\x9f\x98\xb7',"b'Mom of 4, Grandma of 4, Wife of 1; Semi-Retired Ultrasonographer'",b'North Carolina'
2020-09-30 14:42:14,b'RT @DefNotDorothy: Did anyone see this thing in #Trump\xe2\x80\x99s hair. What is this? \nAnybody? https://t.co/Pqq63WadWL',Twitter Web App,1311315422147477506,"b""Matthew O'Brien""",b'Trauma-informed self-defense coach by day. Psychic services to empower by night. Profanity as sentence enhancers. Life IS political. #Resist',"b'Columbus, OH'"
2020-09-30 14:42:11,b'RT @MsButterflyyy: Don\xe2\x80\x99t ever forget that #Trump refused to denounce white supremacy. \n\nHe ordered the Proud Boys to stand back and stand b\xe2\x80\xa6',Twitter Web App,1311315412236206085,b'Ma',b'',b''
2020-09-30 14:42:09,b'RT @MakeNEGrrAgain: So Joe cheated? @realDonaldTrump @DonaldJTrumpJr @anne19brown @amandaowens1969 @DrShayPhD @RealMattCouch @mattgaetz @p_\xe2\x80\xa6',Twitter for Android,1311315402966929411,b'6% Amanda',b'#Catholic #Independent #MAGA #Qanon #Anons #2020 I hang around all day \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x98\x82\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 I block all liberals. you have nothing to say of value',b'Baton Rouge Louisiana'
2020-09-30 14:42:09,"b'RT @silverbract: #UPDATE: September 30th. #TrumpDeathToll206K &amp; #Trump claims #coronavirus ""affects virtually nobody"". FUCK TRUMP!!! Fight\xe2\x80\xa6'",Twitter Web App,1311315402564284421,b'CLB.Designs',"b'\xf0\x9f\x8c\x8e\xe2\x9d\x84\xef\xb8\x8f\xf0\x9f\x8c\x8a Graphic Designer (aka Cinna). Designs to oppose, undermine & #ResistTrump & his #CorruptGOP Via #SplashingHoney & #RainFishGraphics\xe2\x9c\x8a#BidenForPresident!!!'",b'The Resistance'
2020-09-30 14:42:09,"b""RT @Mas_Tank71: I felt threatened by #Trump's rhetoric tonight. We are not safe with him as president\n#200KDeadAmericans #VoterIntimidation\xe2\x80\xa6""",Twitter for iPhone,1311315401603645440,b'still_resisting #TeamPelosi HandMarkedPaperBallots',b'\xf0\x9f\x98\x8aSurvivor of much. Here to support/build BidenHarrisLandside2020  FlipTheSenateBlue  BLM  indivisible  SwingLeft  DemCastOR  ERA  LGBTQAlly DACA  She/Her',b''
