,tweet_id,text,link,created_at,timestamp_ms,user_id,user_name,user_screen_name,user_location,geo,coordinates,place_full_name,place_country,retweeted_status_id,in_reply_to_status_id,sarcasm_value,processed_tweets,polarity_scores,compounded,neutral,positive,negative,candidate
0,1317079898838626305,"RT @Hoosiers1986: If Hunter Biden was a Trump, every news story would be these damn e-mails! This is Bullshit! 

Agree?!?!",https://twitter.com/HealingSelf2/status/1317079898838626305,2020-10-16 12:28:12,1602851292701,1193840387527299072,Healing Self✨🌟🌟🌟✨,HealingSelf2,,,,,,1316897450335100928,,-61,RT If Hunter Biden Trump every news story would damn emails This Bullshit Agree,"{'neg': 0.325, 'neu': 0.55, 'pos': 0.125, 'compound': -0.6124}",-0.6124,0.55,0.125,0.325,Trump
1,1317079899329449985,"@CNN Apparently, in the case of the NYP story, Giuliani's source 'feed"" was Hunter Biden. CNN is still not talking about it.",https://twitter.com/johnnytate48/status/1317079899329449985,2020-10-16 12:28:12,1602851292818,2237479094,Johnny Tate,johnnytate48,"Charleston, SC",,,,,,1317031311375216641,-42,Apparently case NYP story Giulianis source feed Hunter Biden CNN still talking,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Biden
2,1317079899295961089,"RT @Rschooley: Wait, are they revealing a previously undisclosed detail from the last debate here?",https://twitter.com/Getoverhere1980/status/1317079899295961089,2020-10-16 12:28:12,1602851292810,2958565342,Antifascist.,Getoverhere1980,,,,,,1316947030363852804,,16,RT Wait revealing previously undisclosed detail last debate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Biden
3,1317079899585318912,RT @thebradfordfile: The media has spent more time investigating a woman for nodding than Biden for selling out America.,https://twitter.com/Raymond10449530/status/1317079899585318912,2020-10-16 12:28:12,1602851292879,969538122576023553,Raymond Michael Roberts,Raymond10449530,Erie Michigan ,,,,,1316949686520057858,,-18,RT The media spent time investigating woman nodding Biden selling America,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Biden
4,1317079899484672001,bernie sanders is such a gem.,https://twitter.com/____theodoro/status/1317079899484672001,2020-10-16 12:28:12,1602851292855,42241643,theo.,____theodoro,United States,,,,,,,-24,bernie sanders gem,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Biden
5,1317079899887329281,How did that non-stop supercilious look ever appeal to anyone?,https://twitter.com/cheapoldbstd/status/1317079899887329281,2020-10-16 12:28:12,1602851292951,791294636497047553,Mostly Peaceful,cheapoldbstd,"Arizona, USA",,,,,,,-40,How nonstop supercilious look ever appeal anyone,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Biden
6,1317079899908173826,"RT @dbongino: WHAT?! You have to watch this video to truly grasp how out of touch this guy is

https://t.co/zQoaCgUPwO",https://twitter.com/flhrs98/status/1317079899908173826,2020-10-16 12:28:12,1602851292956,4197645318,MAGA,flhrs98,"Sidney, MT",,,,,1316922510437457922,,-10,RT WHAT You watch video truly grasp touch guy ishttpstcoz Qoa CgU PwO,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",0.4404,0.805,0.195,0.0,Biden
7,1317079900185088000,RT @ChuckCallesto: BREAKING REPORT: Feds investigating if alleged Hunter Biden emails CONNECTED TO FOREIGN INTELLIGENCE operation...,https://twitter.com/Chiphead_Nate/status/1317079900185088000,2020-10-16 12:28:13,1602851293022,971753593530232832,Nathan Howard,Chiphead_Nate,,,,,,1316945935415545857,,-1,RT BREAKING REPORT Feds investigating alleged Hunter Biden emails CONNECTED TO FOREIGN INTELLIGENCE operation,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.5904}",0.5904,0.772,0.228,0.0,Trump
8,1317079900176764929,RT @AKA_RealDirty: President Trump was on top of his game debating this insufferable Twatt @SavannahGuthrie. https://t.co/ll7nynBVjF,https://twitter.com/stahawg/status/1317079900176764929,2020-10-16 12:28:13,1602851293020,75855716,Stan Staton,stahawg,"Arkansas, USA",,,,,1317078593382604803,,-11,RT President Trump top game debating insufferable Twatt httpstcoll7nynB VjF,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}",0.2023,0.833,0.167,0.0,Trump
9,1317079899899895810,https://t.co/D7xVrpqb6Q,https://twitter.com/imsuzyq2u/status/1317079899899895810,2020-10-16 12:28:12,1602851292954,889650746945413120,susan baker nicholson,imsuzyq2u,"Columbia, SC",,,,,,,-11,httpstcoD7x Vrpqb6Q,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Biden
