tweet_id,text,link,created_at,timestamp_ms,user_id,user_name,user_screen_name,user_location,geo,coordinates,place_full_name,place_country,retweeted_status_id,in_reply_to_status_id,sarcasm_value
1.31708E+18,RT @railboy63: And this is the same @FBI that investigated Justice Scalias suspicious death/Murder. https://t.co/xUImPMIvII,https://twitter.com/truth_czar/status/1317079907042807811,16/10/2020 12:28,1.60285E+12,1.25128E+18,Czar of truth,truth_czar,,,,,,1.31707E+18,,-35
1.31708E+18,RT @jasoninthehouse: Agreed,https://twitter.com/DeplorableTere1/status/1317079906996703234,16/10/2020 12:28,1.60285E+12,809479248,Deplorable Teresa ✝️,DeplorableTere1,florida ,,,,,1.31646E+18,,-26
1.31708E+18,RT @Timodc: Were any of her facts wrong or did she just hurt your feelings?,https://twitter.com/blubike321/status/1317079907042807810,16/10/2020 12:28,1.60285E+12,1.09005E+18,Blubike321,blubike321,"Florida, USA",,,,,1.31693E+18,,-70
1.31708E+18,RT @Lexialex: Does this mean we can stop paying federal taxes? https://t.co/puiuNF2YPY,https://twitter.com/jonesy89cfpd/status/1317079907151785989,16/10/2020 12:28,1.60285E+12,231584818,Don't Panic - Just Ban the Nazis,jonesy89cfpd,,,,,,1.31708E+18,,6
1.31708E+18,@benshapiro This getting bad! It IS showing who is on whos team!! Big T is covering up Biden selling out our country! China OWNS him!!!,https://twitter.com/DannyFlores6682/status/1317079907264942082,16/10/2020 12:28,1.60285E+12,8.64947E+17,Dflo,DannyFlores6682,,,,,,,1.31707E+18,-19
1.31708E+18,https://t.co/gbSilCDXTU,https://twitter.com/Noan57981078/status/1317079907470630912,16/10/2020 12:28,1.60285E+12,1.04149E+18,Noan Hughnaugh,Noan57981078,,,,,,,,-13
1.31708E+18,RT @jasoninthehouse: Obama conference call leaked to Burisma: Biden emails https://t.co/ckNMurwMq0,https://twitter.com/patriot_grl/status/1317079907495759873,16/10/2020 12:28,1.60285E+12,1.18027E+18,Conservative Book Reviews-Text TRUMP to 88022 🇺🇸,patriot_grl,USA,,,,,1.31683E+18,,-3
1.31708E+18,RT @chuckwoolery: Joe Biden is as crooked as a dogs hind leg.,https://twitter.com/IsraelStuartone/status/1317079907487371266,16/10/2020 12:28,1.60285E+12,3186976700,Pseudo Ninja,IsraelStuartone, Texas,,,,,1.31683E+18,,-68
1.31708E+18,#babylonBee,https://twitter.com/jorgenson_jamie/status/1317079907474665473,16/10/2020 12:28,1.60285E+12,1.07915E+18,jamie jorgenson,jorgenson_jamie,Southern California,,,,,,,-17
1.31708E+18,RT @Timcast: People whose only experience with guns comes from action movies should not be proposing gun legislation,https://twitter.com/bradguerro/status/1317079907504148482,16/10/2020 12:28,1.60285E+12,72602127,brad guerro,bradguerro,,,,,,1.31708E+18,,-35
1.31708E+18,"@JoyceWhiteVance There are none, trump knows or cares very little of truth.",https://twitter.com/230emain/status/1317079907634171904,16/10/2020 12:28,1.60285E+12,4534950261,James,230emain,"New York, USA",,,,,,1.31707E+18,-52
1.31708E+18,@average_man6 @KrishanVik @RealJamesWoods https://t.co/5OeOO8ICw9,https://twitter.com/Jody_wus_here/status/1317079907596443648,16/10/2020 12:28,1.60285E+12,1.27606E+18,Jody Annette,Jody_wus_here,,,,,,,1.31693E+18,-9
1.31708E+18,"RT @GOPChairwoman: Daily Wire: Savannah Guthrie Blasted For Hostile Behavior Toward Trump During Town Hall

https://t.co/KXS72cUkOi",https://twitter.com/wwindteacher/status/1317079907772567552,16/10/2020 12:28,1.60285E+12,8.14816E+17,"Harold Joe New, III",wwindteacher,"El Paso, TX",,,,,1.31692E+18,,-25
1.31708E+18,RT @DFBHarvard: RETWEET If you believe Savannah Guthrie tried a hatchet job on President Trump last night! https://t.co/PqfZr0w5BM,https://twitter.com/BarryHart7/status/1317079907760021504,16/10/2020 12:28,1.60285E+12,860110616,Barry Hart,BarryHart7,Clearwater,,,,,1.31707E+18,,-5
1.31708E+18,RT @JoshLekach: Biden is not going to win https://t.co/8SoDVmS4xE,https://twitter.com/ZalieGuthrie/status/1317079907898359812,16/10/2020 12:28,1.60285E+12,1.31366E+18,Zalie B. Guthrie,ZalieGuthrie,Texas,,,,,1.31697E+18,,-53
1.31708E+18,RT @dylanobrien: Ew what the fuck is happening? https://t.co/ICB0Fh670e,https://twitter.com/riariwardani13/status/1317079908061908993,16/10/2020 12:28,1.60285E+12,981320263,Ari Wardani,riariwardani13,"Jakarta Capital Region, Indonesia",,,,,1.31691E+18,,-48
1.31708E+18,#2020Election,https://twitter.com/rbeestweets/status/1317079908158418946,16/10/2020 12:28,1.60285E+12,355063782,rbee,rbeestweets,terra firma,,,,,,,-16
1.31708E+18,@EnglishFars how  long #Trump will call @iaeaorg as trash?,https://twitter.com/HoermanTomas/status/1317079908280160266,16/10/2020 12:28,1.60285E+12,1.2152E+18,Tomas Hoerman,HoermanTomas,,,,,,,1.31708E+18,-10
1.31708E+18,RT @UrbanAchievr: Crazy Uncle Trump thinks the Babylon Bee is real https://t.co/YBwLQDz18k,https://twitter.com/JulieBa73315767/status/1317079911333613569,16/10/2020 12:28,1.60285E+12,1.3111E+18,Julie Bartlett,JulieBa73315767,,,,,,1.31705E+18,,-15
1.31708E+18,RT @LotionboyDFW: Fairness?,https://twitter.com/Shirley29465176/status/1317079911333564417,16/10/2020 12:28,1.60285E+12,9.47882E+17,Shirley murphy,Shirley29465176,,,,,,1.3169E+18,,-23
1.31708E+18,@ProjectLincoln Guys have daughters. Trump and Pence don't realize that.,https://twitter.com/RobertPDean1/status/1317079911622877184,16/10/2020 12:28,1.60285E+12,1.08752E+18,Robert P. Dean,RobertPDean1,"Denver, CO",,,,,,1.31707E+18,-23
1.31708E+18,@kylegriffin1 Laughing at ALL the California MAGA people for supporting Trump.,https://twitter.com/iseeidiotstoday/status/1317079911740272641,16/10/2020 12:28,1.60285E+12,9.58119E+17,Al,iseeidiotstoday,"Orange County , CA",,,,,,1.31707E+18,14
1.31708E+18,RT @TheLastMohicans: @kirstiealley Did you hear Biden say he's going to make COVID vaccines MANDATORY? https://t.co/A6t2XwNP1k,https://twitter.com/ShredderRyan/status/1317079911765626881,16/10/2020 12:28,1.60285E+12,41957407,Linda Ayres,ShredderRyan,Rhode Island,,,,,1.31692E+18,,4
1.31708E+18,RT @ACTBrigitte: RT if you joined Twitter BECAUSE of President Donald Trump.,https://twitter.com/SaveThePlanet04/status/1317079911870455809,16/10/2020 12:28,1.60285E+12,4454973808,CWP,SaveThePlanet04,,,,,,1.31671E+18,,-28
1.31708E+18,RT @Jim_Jordan: https://t.co/IJWOy5Mvty,https://twitter.com/HawleysJadefav/status/1317079912017166339,16/10/2020 12:28,1.60285E+12,3843640245,Kathlin Hawleys,HawleysJadefav,,,,,,1.31677E+18,,-10
1.31708E+18,RT @MollyJongFast: It like Biden really gives a shit about people,https://twitter.com/inezsneks/status/1317079912159825920,16/10/2020 12:28,1.60285E+12,9.36067E+17,Inezsneks,inezsneks,,,,,,1.31693E+18,,-58
1.31708E+18,@2wallyworld I wonder though would they just count votes for Biden as votes for Kamala anyways?,https://twitter.com/OnyxDragon/status/1317079912503742465,16/10/2020 12:28,1.60285E+12,29413221,❤🇺🇸❤🇺🇸,OnyxDragon,Proud to be an American! ,,,,,,1.31708E+18,-10
1.31708E+18,"RT @tomorrawdotcom: Trump slams Facebook, Twitter for taking down Biden story in NY Post",https://twitter.com/cat25RIII2/status/1317079912398917632,16/10/2020 12:28,1.60285E+12,7.67375E+17,@cat25RIII,cat25RIII2,"Texas, USA",,,,,1.31668E+18,,-41
1.31708E+18,RT @UrbanAchievr: Crazy Uncle Trump thinks the Babylon Bee is real https://t.co/YBwLQDz18k,https://twitter.com/MazzolaFrank/status/1317079912566673408,16/10/2020 12:28,1.60285E+12,519788153,864511320,MazzolaFrank,,,,,,1.31705E+18,,-15
1.31708E+18,"RT @marklevinshow: The sickening media
https://t.co/s0MhlWdYbT",https://twitter.com/shadetreemedic/status/1317079912621182976,16/10/2020 12:28,1.60285E+12,1.0475E+18,Shadetreemedic,shadetreemedic,"Arkansas, USA",,,,,1.31707E+18,,22
1.31708E+18,"RT @senatormelendez: Not one single question about Hunter Biden, Ukraine deals, or Burisma. 

Not one.

This #BidenTownHall is a joke.",https://twitter.com/lisadawndearing/status/1317079912688152576,16/10/2020 12:28,1.60285E+12,8.2613E+17,The Best Is Yet To Come,lisadawndearing,"North Carolina, USA",,,,,1.31693E+18,,-45
1.31708E+18,RT @NickAdamsinUSA: Retweet if you believe Joe Biden is the most corrupt VP in history!!,https://twitter.com/HLaymac/status/1317079915494318080,16/10/2020 12:28,1.60285E+12,1.27957E+18,Patriot Heather,HLaymac,"Atlanta, GA",,,,,1.31695E+18,,-57
1.31708E+18,RT @JJohnsonLaw: So Trump could only do one hour and Joe is doing 90 minutes?,https://twitter.com/deepen915/status/1317079915452313602,16/10/2020 12:28,1.60285E+12,16207883,Deepen Gandhi 🇺🇸 🌊 🖤 ✊🏾,deepen915,NJ,,,,,1.31691E+18,,-48
1.31708E+18,RT @hodgetwins: This tweet goes out to the woman nodding for Trump. Retweet this so she sees it. She deserves a medal.,https://twitter.com/Lindampi619/status/1317079915456569346,16/10/2020 12:28,1.60285E+12,3440435112,Linda Ike,Lindampi619,,,,,,1.3169E+18,,-34
1.31708E+18,vote for PRESIDENT TRUMP if you love AMERICA.,https://twitter.com/tonabonneville/status/1317079915456581633,16/10/2020 12:28,1.60285E+12,1423493726,tona rigsby,tonabonneville,shawneetown il,,,,,,,-45
1.31708E+18,she/he should AT LEAST respect the office of @POTUS,https://twitter.com/JoHn_forthwith/status/1317079915162841089,16/10/2020 12:28,1.60285E+12,9.98287E+17,JQhn😎🐸,JoHn_forthwith,,,,,,,,-37
1.31708E+18,"RT @JeffreyGoldberg: Looking forward to the Onion story about this tweet:
https://t.co/PphsWgNIQQ",https://twitter.com/French_apple/status/1317079915573989376,16/10/2020 12:28,1.60285E+12,117697072,🇫🇷Katrin🇺🇸,French_apple,Paris,,,,,1.31705E+18,,-5
1.31708E+18,"@realDonaldTrump Its all fake, the are fske news generator.
see all these people 
https://t.co/b8g9uKNfMI",https://twitter.com/LavieGuied/status/1317079915510988801,16/10/2020 12:28,1.60285E+12,1.01623E+18,lavieguide,LavieGuied,,,,,,,1.31708E+18,36
1.31708E+18,@JohnCornyn https://t.co/keoT3O4McU,https://twitter.com/sadformen/status/1317079915720826881,16/10/2020 12:28,1.60285E+12,7.9244E+17,PeeWee,sadformen,,,,,,,,-11
1.31708E+18,"RT @GeorgeTakei: Well, he's not wrong. https://t.co/ZaBDQF2JuQ",https://twitter.com/MaryMargaretGil/status/1317079915779469312,16/10/2020 12:28,1.60285E+12,2257848924,Mary Margaret Gill#BlackLivesMatte#NoGesptapo,MaryMargaretGil,Sn. Andres Huayapam,,,,,1.31688E+18,,23
1.31708E+18,RT @charliekirk11: How was Joe Biden not asked a SINGLE QUESTION tonight about the New York Post story &amp; Hunter Biden?,https://twitter.com/MrsPancake8/status/1317079915833880578,16/10/2020 12:28,1.60285E+12,1.25078E+18,Mrs Pancake,MrsPancake8,,,,,,1.31693E+18,,-83
1.31708E+18,RT @MaryLTrump: Actually . . .,https://twitter.com/UlinChris/status/1317079915792158720,16/10/2020 12:28,1.60285E+12,2572919094,Chris Ulin,UlinChris,TEXAS,,,,,1.3169E+18,,-54
1.31708E+18,RT @anthonyvclark20: I wish we hated the system that led to Trump as much as we hate Trump......,https://twitter.com/mollz624/status/1317079915913711618,16/10/2020 12:28,1.60285E+12,544650785,Molly,mollz624,,,,,,1.31679E+18,,-69
1.31708E+18,https://t.co/VrMrh3WThO,https://twitter.com/michaeljeaton/status/1317079915875938304,16/10/2020 12:28,1.60285E+12,79533662,Left in 2020:STILL UNHINGED😁Text TRUMP to 88022,michaeljeaton,USA,,,,,,,-12
1.31708E+18,RT @sarahcpr: Wow how much can I get paid to sit behind Trump and nod at everything he says,https://twitter.com/KarandeepDizzle/status/1317079915867430912,16/10/2020 12:28,1.60285E+12,140226450,Karan Sandhu,KarandeepDizzle,"Seattle, WA",,,,,1.3169E+18,,-29
1.31708E+18,RT @GolsteynJulie: He WROTE the crime bill!,https://twitter.com/6ftmommy/status/1317079915951390722,16/10/2020 12:28,1.60285E+12,2954169932,⚖️TRY 2 Come & Take It🥃👠 PARLOR @Tallsassymommy,6ftmommy,"Stuck in California, but Texan by birth",,,,,1.31708E+18,,-43
1.31708E+18,"RT @GOPChairwoman: Daily Wire: Savannah Guthrie Blasted For Hostile Behavior Toward Trump During Town Hall

https://t.co/KXS72cUkOi",https://twitter.com/X17group/status/1317079916010180615,16/10/2020 12:28,1.60285E+12,1.27598E+18,X17,X17group,,,,,,1.31692E+18,,-25
1.31708E+18,"RT @DavidJollyFL: Nothing Sasse said should turn the focus to Trump, it should turn the focus squarely on Sasse, for a long while.",https://twitter.com/KsKM3/status/1317079916169539586,16/10/2020 12:28,1.60285E+12,23110912,Remove Trump 202-224-3121☎️,KsKM3,Boston,,,,,1.31707E+18,,-79
1.31708E+18,@aginnt @JoeBiden @realDonaldTrump Because trump is a walking biohazard,https://twitter.com/thortallmon/status/1317079916182196230,16/10/2020 12:28,1.60285E+12,8.31885E+17,Շђ๏г Շคɭɭ๓๏ภ #icantbreathe #blm,thortallmon,"Overland Park, KS",,,,,,1.31695E+18,-39
1.31708E+18,RT @TheBabylonBee: President Trump Declares The Babylon Bee His Most-Trusted News Source https://t.co/oObdxaH3w6,https://twitter.com/GoetzEvenBetter/status/1317079916215717888,16/10/2020 12:28,1.60285E+12,331720602,Andrew Goetz,GoetzEvenBetter,,,,,,1.31707E+18,,-6
1.31708E+18,"RT @MasterWuggles: Screw this, I wanna see his Pokemon team.",https://twitter.com/SeanTBD/status/1317079916131876865,16/10/2020 12:28,1.60285E+12,9.45321E+17,Sean (but spoopy ヾ(≧▽≦*)o),SeanTBD,"Missouri, USA",,,,,1.31699E+18,,-26
1.31708E+18,"RT @marklevinshow: Savannah Guthrie, another rude, obnoxious, media hack
https://t.co/So83lY0Q9z",https://twitter.com/qanonfollower3/status/1317079916203134978,16/10/2020 12:28,1.60285E+12,1.25968E+18,qanonfollower,qanonfollower3,"Michigan, USA",,,,,1.31693E+18,,29
1.31708E+18,RT @JFNYC1: Biden is trying to take the seat from Trump  https://t.co/SHtLdq2CL2,https://twitter.com/JoelGuidry3/status/1317079916224053248,16/10/2020 12:28,1.60285E+12,8.01424E+17,Cajun Dad,JoelGuidry3,"Louisiana, USA",,,,,1.31707E+18,,-39
1.31708E+18,RT @mccaffreyr3: This ad states the only argument needed to eject Trump from office. Vote for DECENCY.,https://twitter.com/KsnurseVictoria/status/1317079916517740544,16/10/2020 12:28,1.60285E+12,2750790104,Victoria,KsnurseVictoria,,,,,,1.31682E+18,,-29
1.31708E+18,RT @realDonaldTrump: Biden lied Pennsylvania!,https://twitter.com/NewHeavenZone21/status/1317079919671889923,16/10/2020 12:28,1.60285E+12,1.25365E+18,IPOB New Heaven Zone 2 Aba,NewHeavenZone21,,,,,,1.31706E+18,,-49
1.31708E+18,RT @UrbanAchievr: Crazy Uncle Trump thinks the Babylon Bee is real https://t.co/YBwLQDz18k,https://twitter.com/caresaboutxmas/status/1317079919852244992,16/10/2020 12:28,1.60285E+12,1.31166E+18,Gives a Fuck about Christmas,caresaboutxmas,,,,,,1.31705E+18,,-15
1.31708E+18,Savannah Gutherie showed America why they must vote TRUMP. SHE WAS CRAZY &amp; Manic,https://twitter.com/DeniseCiccotto/status/1317079920225509378,16/10/2020 12:28,1.60285E+12,387345205,Honey Dew,DeniseCiccotto,United States,,,"Viera West, FL",United States,,,-47
1.31708E+18,@realDonaldTrump @GStephanopoulos Traitor of USA is Trump,https://twitter.com/SandraC15345423/status/1317079920141545473,16/10/2020 12:28,1.60285E+12,1.16849E+18,Sandra Cornelius,SandraC15345423,,,,,,,1.31705E+18,-42
1.31708E+18,RT @laxman_xy: Lovely biz model. https://t.co/5p2Z6cAITT,https://twitter.com/laxman_xy/status/1317079920149889024,16/10/2020 12:28,1.60285E+12,7.4641E+17,Laxman☺☮,laxman_xy,India,,,,,1.31707E+18,,14
1.31708E+18,RT @Timcast: People whose only experience with guns comes from action movies should not be proposing gun legislation,https://twitter.com/AndrewCalder_13/status/1317079920003084289,16/10/2020 12:28,1.60285E+12,256765647,Andrew Calder,AndrewCalder_13,,,,,,1.31708E+18,,-35
1.31708E+18,#CrookedJoeBiden,https://twitter.com/marinepoker68/status/1317079920011628544,16/10/2020 12:28,1.60285E+12,529372391,Vitelio Orantes,marinepoker68,,,,,,,,-16
1.31708E+18,"RT @LetItRain233: If qanon is against pedophiles, why did Savannah Guthrie want President Trump to denounce them? Is she for pedophiles?",https://twitter.com/144000bound/status/1317079920137351170,16/10/2020 12:28,1.60285E+12,248944940,Allen May ⭐️⭐️⭐️🇺🇸🇮🇱,144000bound,,,,,,1.31694E+18,,-37
1.31708E+18,"RT @realDonaldTrump: Thank you LIBERTARIANS. We are getting it all done, and FAST! VOTE TRUMP!!! https://t.co/ai2vTb1V3G",https://twitter.com/GlenWildfang/status/1317079920082903043,16/10/2020 12:28,1.60285E+12,1.25727E+18,God IS who he says He IS,GlenWildfang,,,,,,1.31706E+18,,2
1.31708E+18,"RT @Dknight10k: Alright. Here we go. As promised, I will live tweet this Trump town hall, aka commit emotional suicide.

Thread.",https://twitter.com/homemaidmama11/status/1317079920129048582,16/10/2020 12:28,1.60285E+12,7.308E+17,🌞🌊RiseUpNow🌊🌞,homemaidmama11,Maine USA,,,,,1.31689E+18,,-79
1.31708E+18,"RT @CraigSh8: @realDonaldTrump VOTE SMART- VOTE TRUMP!!
#MAGA https://t.co/rRzajXZ8fu",https://twitter.com/Saieh001/status/1317079920435253250,16/10/2020 12:28,1.60285E+12,141041525,Luis  A Saieh,Saieh001,,,,,,1.31706E+18,,23
1.31708E+18,@FabioQanon @HeWillBeWithUs https://t.co/mX8ZL5yP47,https://twitter.com/EricBonillo/status/1317079919663435777,16/10/2020 12:28,1.60285E+12,194907173,Eric Bonillo 🇺🇸,EricBonillo,USA ,,,"Miami, FL",United States,,1.31693E+18,-9
1.31708E+18,RT @ReneeAlida: Waiting for Trump's re-tweet from the Onion.,https://twitter.com/hawkaye19/status/1317079920418357248,16/10/2020 12:28,1.60285E+12,314109491,Bruce T G Holt. 🇨🇦. ⚓ 🏴󠁧󠁢󠁷󠁬󠁳󠁿,hawkaye19,"Ottawa, Canada",,,,,1.31707E+18,,-22
1.31708E+18,RT @reubing: Are we allowed to speak the truth today about Joe Biden's corruption or is it just another normal day on Twitter?,https://twitter.com/rojobin2/status/1317079920577814531,16/10/2020 12:28,1.60285E+12,1.17656E+18,rojobin,rojobin2,,,,,,1.31706E+18,,-53
1.31708E+18,Who else is ready for this year to be over!,https://twitter.com/selleait/status/1317079920372293634,16/10/2020 12:28,1.60285E+12,1.19964E+18,DSelleait,selleait,,,,"Shreveport, LA",United States,,,-37
1.31708E+18,RT @AKA_RealDirty: President Trump was on top of his game debating this insufferable Twatt @SavannahGuthrie. https://t.co/ll7nynBVjF,https://twitter.com/Tucker_1948/status/1317079920481169409,16/10/2020 12:28,1.60285E+12,345674758,Hiroshiニートお爺ちゃん🎸No Mask World,Tucker_1948,大阪市　🇯🇵,,,,,1.31708E+18,,-11
1.31708E+18,"RT @funder: Network YouTube views as of 9pm

Biden: 507,445 ABC
Trump: 153,660 NBC",https://twitter.com/egonz2112/status/1317079920720416773,16/10/2020 12:28,1.60285E+12,8.88204E+17,"Ed Gonzalez #BoycottNRA #Basta, #resist 🍸⚣🌈",egonz2112,NY,,,,,1.31708E+18,,-28
1.31708E+18,RT @ACTBrigitte: Retweet if President Trump won that debate.,https://twitter.com/blueyerosa/status/1317079920892411905,16/10/2020 12:28,1.60285E+12,7.25138E+17,Rosa Sharon,blueyerosa,,,,,,1.31691E+18,,-15
1.31708E+18,"RT @tonyschwartz: Ben Sasse excoriates Trump in a private call, doesn't have the courage to do so publicly. Craven cowardice.",https://twitter.com/viejatwit/status/1317079920921743361,16/10/2020 12:28,1.60285E+12,32890891,viejatwit,viejatwit,,,,,,1.31688E+18,,-36
1.31708E+18,RT @KathyNiece: Trump is pitiful. #MorningJoe https://t.co/R25Ycb9fiX,https://twitter.com/carmenBwifemom/status/1317079920800137216,16/10/2020 12:28,1.60285E+12,7.63206E+17,Kamala The Last Airbender Harris,carmenBwifemom,,,,,,1.31634E+18,,26
1.31708E+18,RT @gtconway3d: Idiot.  He's literally a dunce.,https://twitter.com/Rita08538521/status/1317079920795844610,16/10/2020 12:28,1.60285E+12,1.24428E+18,Rita,Rita08538521,,,,,,1.31708E+18,,-35
1.31708E+18,"RT @CharlotteAlter: After every question Biden looks at the person asking it and says ""I hope I answered your question"" #BidenTownHall",https://twitter.com/gatormason/status/1317079920821108736,16/10/2020 12:28,1.60285E+12,20443412,Tom Mason,gatormason,Gator Country,,,,,1.3169E+18,,18
1.31708E+18,"RT @marklevinshow: The sickening media
https://t.co/s0MhlWdYbT",https://twitter.com/Qoe1Sondra/status/1317079924080103424,16/10/2020 12:28,1.60285E+12,1.20205E+18,SondraQOE1,Qoe1Sondra,"Texas, USA",,,,,1.31707E+18,,22
1.31708E+18,RT @Blessamericagod: @FBI was sitting on #WheresHunterBiden laptop https://t.co/oFlMltIDPo,https://twitter.com/Kaboom1776/status/1317079923949998083,16/10/2020 12:28,1.60285E+12,2163314342,Horst von Horstmann,Kaboom1776,"Lugano, Switzerland",,,,,1.31692E+18,,-25
